jobtitle,company,location,jobsummary,lat,lng,coordinates
FedEx Delivery Driver Catalina Island $25/hr,Catalina Island Conservancy,"Santa Catalina Island, CA","Have a valid CA driver license (you do NOT need a commercial driver license). Legal to work in U.S. and pass e-verify check, valid work permit or",33.33257168,-118.3374257,"(33.332571676374876, -118.33742574887765)"
Permits Supervisor,Catalina Island Conservancy,"Santa Catalina Island, CA","Strong personal communication skills and basic technical skills including basic computer office programs. Manage gate access including key card, fob issuance,",33.33257168,-118.3374257,"(33.332571676374876, -118.33742574887765)"
Part-time Guest Services Representative,Catalina Island Conservancy,"Santa Catalina Island, CA","Answer and direct calls not handled by auto attend system, including internal calls. Memorable experience for each and every person who calls or visits a",33.33257168,-118.3374257,"(33.332571676374876, -118.33742574887765)"
Food Service Worker,Catalina Island Conservancy,"Avalon, CA","Prepares and delivers food and trays, washes dishes, and cleans and sanitizes the kitchen according to health standards. Must live in service area.",33.33257168,-118.3374257,"(33.332571676374876, -118.33742574887765)"
Front Desk / Guest Services Agent,Catalina Island Conservancy,"Avalon, CA","Use proper telephone and reservation etiquette including describing the hotel, proper rate quotation and capturing reservations. $500 Sign-On Bonus!",33.33257168,-118.3374257,"(33.332571676374876, -118.33742574887765)"
"Plant Equipment Operator, 8695 [ON-SITE]",Catalina Island Conservancy,"Avalon, CA","Comprehensive understanding of location, nomenclature and function of station equipment for the gas plant, water plant, combustion turbine, tank farm,",33.33257168,-118.3374257,"(33.332571676374876, -118.33742574887765)"
Fitness Center CSR,Catalina Island Conservancy,"Avalon, CA","Each shift will consist of greeting members, giving high fives, smiling, laughing, answering phones, miscellaneous administrative tasks, cleaning, cleaning",33.33257168,-118.3374257,"(33.332571676374876, -118.33742574887765)"
Housekeeper,Catalina Island Conservancy,"Avalon, CA","As applicable, all CIMC housekeeping team members who drive a CIMC cart must have a valid driver''s license, sign the Driver Policy, and understand the key",33.33257168,-118.3374257,"(33.332571676374876, -118.33742574887765)"
Front Desk / Guest Services Agent,Catalina Island Conservancy,"Avalon, CA","Start Date:  January, 2022 Island Ventures is looking for a Front Desk / Guest Services Agent to work across our 2 luxury, oceanfront hotels on Catalina",33.33257168,-118.3374257,"(33.332571676374876, -118.33742574887765)"
Housekeeper,Catalina Island Conservancy,"Avalon, CA","As applicable, all CIMC housekeeping team members who drive a CIMC cart must have a valid driver''s license, sign the Driver Policy, and understand the key",33.33257168,-118.3374257,"(33.332571676374876, -118.33742574887765)"
Front Desk / Guest Services Agent,Catalina Island Conservancy,"Avalon, CA","Use proper telephone and reservation etiquette including describing the hotel, proper rate quotation and capturing reservations. $500 Sign-On Bonus!",33.33257168,-118.3374257,"(33.332571676374876, -118.33742574887765)"
"Plant Equipment Operator, 8695 [ON-SITE]",Catalina Island Conservancy,"Avalon, CA","Comprehensive understanding of location, nomenclature and function of station equipment for the gas plant, water plant, combustion turbine, tank farm,",33.33257168,-118.3374257,"(33.332571676374876, -118.33742574887765)"
Fitness Center CSR,Catalina Island Conservancy,"Avalon, CA","Each shift will consist of greeting members, giving high fives, smiling, laughing, answering phones, miscellaneous administrative tasks, cleaning, cleaning",33.33257168,-118.3374257,"(33.332571676374876, -118.33742574887765)"
FedEx Delivery Driver Catalina Island $25/hr,Catalina Island Conservancy,"Santa Catalina Island, CA","Have a valid CA driver license (you do NOT need a commercial driver license). Legal to work in U.S. and pass e-verify check, valid work permit or",33.33257168,-118.3374257,"(33.332571676374876, -118.33742574887765)"
FedEx Delivery Driver Catalina Island $25/hr,Catalina Island Conservancy,"Santa Catalina Island, CA","Have a valid CA driver license (you do NOT need a commercial driver license). Legal to work in U.S. and pass e-verify check, valid work permit or",33.33257168,-118.3374257,"(33.332571676374876, -118.33742574887765)"
Airport Operations Assistant Manager,Catalina Island Conservancy,"Santa Catalina Island, CA",A valid driver's license with no major driving citation in the last 39 months is required for all driving. Preferred candidates will also have a current private,33.33257168,-118.3374257,"(33.332571676374876, -118.33742574887765)"
FedEx Delivery Driver Catalina Island $25/hr,Catalina Island Conservancy,"Santa Catalina Island, CA","Have a valid CA driver license (you do NOT need a commercial driver license). Legal to work in U.S. and pass e-verify check, valid work permit or",33.33257168,-118.3374257,"(33.332571676374876, -118.33742574887765)"
Permits Supervisor,Catalina Island Conservancy,"Santa Catalina Island, CA",Strong personal communication skills and basic technical skills including basic computer office programs. Candidate must be willing to live and work on Catalina,33.33257168,-118.3374257,"(33.332571676374876, -118.33742574887765)"
Part-time Guest Services Representative,Catalina Island Conservancy,"Santa Catalina Island, CA","Answer and direct calls not handled by auto attend system, including internal calls. Memorable experience for each and every person who calls or visits a",33.33257168,-118.3374257,"(33.332571676374876, -118.33742574887765)"
Airport Operations Assistant Manager,Catalina Island Conservancy,"Santa Catalina Island, CA",A valid driver's license with no major driving citation in the last 39 months is required for all driving. Preferred candidates will also have a current private,33.33257168,-118.3374257,"(33.332571676374876, -118.33742574887765)"
FedEx Delivery Driver Catalina Island $25/hr,Catalina Island Conservancy,"Santa Catalina Island, CA","Have a valid CA driver license (you do NOT need a commercial driver license). Legal to work in U.S. and pass e-verify check, valid work permit or",33.33257168,-118.3374257,"(33.332571676374876, -118.33742574887765)"
Permits Supervisor,Catalina Island Conservancy,"Santa Catalina Island, CA","Strong personal communication skills and basic technical skills including basic computer office programs. Manage gate access including key card, fob issuance,",33.33257168,-118.3374257,"(33.332571676374876, -118.33742574887765)"
FedEx Delivery Driver Catalina Island $25/hr,Catalina Island Conservancy,"Santa Catalina Island, CA","Have a valid CA driver license (you do NOT need a commercial driver license). Legal to work in U.S. and pass e-verify check, valid work permit or",33.33257168,-118.3374257,"(33.332571676374876, -118.33742574887765)"
Permits Supervisor,Catalina Island Conservancy,"Santa Catalina Island, CA","Strong personal communication skills and basic technical skills including basic computer office programs. Manage gate access including key card, fob issuance,",33.33257168,-118.3374257,"(33.332571676374876, -118.33742574887765)"
Part-time Guest Services Representative,Catalina Island Conservancy,"Santa Catalina Island, CA","Answer and direct calls not handled by auto attend system, including internal calls. Memorable experience for each and every person who calls or visits a",33.33257168,-118.3374257,"(33.332571676374876, -118.33742574887765)"
Front Desk / Guest Services Agent,Catalina Island Conservancy,"Avalon, CA","Use proper telephone and reservation etiquette including describing the hotel, proper rate quotation and capturing reservations. $500 Sign-On Bonus!",33.33257168,-118.3374257,"(33.332571676374876, -118.33742574887765)"
"Plant Equipment Operator, 8695 [ON-SITE]",Catalina Island Conservancy,"Avalon, CA","Comprehensive understanding of location, nomenclature and function of station equipment for the gas plant, water plant, combustion turbine, tank farm,",33.33257168,-118.3374257,"(33.332571676374876, -118.33742574887765)"
Fitness Center CSR,Catalina Island Conservancy,"Avalon, CA","Each shift will consist of greeting members, giving high fives, smiling, laughing, answering phones, miscellaneous administrative tasks, cleaning, cleaning",33.33257168,-118.3374257,"(33.332571676374876, -118.33742574887765)"
Housekeeper,Catalina Island Conservancy,"Avalon, CA","As applicable, all CIMC housekeeping team members who drive a CIMC cart must have a valid driver''s license, sign the Driver Policy, and understand the key",33.33257168,-118.3374257,"(33.332571676374876, -118.33742574887765)"
Front Desk / Guest Services Agent,Catalina Island Conservancy,"Avalon, CA","Use proper telephone and reservation etiquette including describing the hotel, proper rate quotation and capturing reservations. $500 Sign-On Bonus!",33.33257168,-118.3374257,"(33.332571676374876, -118.33742574887765)"
"Plant Equipment Operator, 8695 [ON-SITE]",Catalina Island Conservancy,"Avalon, CA","Comprehensive understanding of location, nomenclature and function of station equipment for the gas plant, water plant, combustion turbine, tank farm,",33.33257168,-118.3374257,"(33.332571676374876, -118.33742574887765)"
Manager,Catalina Island Conservancy,"Avalon, CA","Job Types: Full-time, Part-time. Quick service & fast food restaurant. High school or equivalent (Preferred).",33.33257168,-118.3374257,"(33.332571676374876, -118.33742574887765)"
Fitness Center CSR,Catalina Island Conservancy,"Avalon, CA","Each shift will consist of greeting members, giving high fives, smiling, laughing, answering phones, miscellaneous administrative tasks, cleaning, cleaning",33.33257168,-118.3374257,"(33.332571676374876, -118.33742574887765)"
